"id","town","county"
"39023","Betchton Heath","Cheshire"
"39024","Betchcott","Shropshire"
"39025","Beta","Cumbria"
"39026","Beswick","Manchester"
"39027","Beswick","North Yorkshire"
"39028","Bestwood","Nottinghamshire"
"39029","Bestwood Village","Nottinghamshire"
"39030","West Bergholt","Essex"
"39031","Westbere","Kent"
"39032","Besthorpe","Norfolk"
"39033","Besthorpe","Nottinghamshire"
"39034","Bessingby","North Yorkshire"
"39035","Bessingham","Norfolk"
"39036","Best Beech Hill","East Sussex"
"39037","Besses o' th' Barn","Lancashire"
"39038","Bessels Leigh","Oxfordshire"
"39039","Bessels Green","Kent"
"39040","Bessacarr","South Yorkshire"
"39041","Besford","Shropshire"
"39042","Bescot","West Midlands"
"39043","Besford","Worcestershire"
"39044","Bescar","Lancashire"
"39045","Bescaby","Leicestershire"
"39046","Berwyn","Denbighshire/Sir Ddinbych"
"39047","Berwick Wharf","Shropshire"
"39048","Berwick-Upon-Tweed","Northumberland"
"39049","Berwick St Leonard","Wiltshire"
"39050","Berwick St John","Wiltshire"
"39051","Berwick St James","Wiltshire"
"39052","Berwick Hills","Durham"
"39053","Berwick Hill","Northumberland"
"39054","Berwick Bassett","Wiltshire"
"39055","Berwick","Gloucestershire"
"39056","Berwick","East Sussex"
"39057","Berwick","Kent"
"39058","Bervie Water","Aberdeenshire"
"39059","Berthengam","Flintshire/Sir Fflint"
"39060","Berth-ddu","Flintshire/Sir Fflint"
"39061","Berst Ness","Orkney"
"39062","Bersham","Wrexham"
"39063","Berry's Green","London"
"39064","Berrysbridge","Devon"
"39065","Berry Pomeroy","Devon"
"39066","Berrynarbor","Devon"
"39067","Berry Moor","South Yorkshire"
"39068","Berrylands","London"
"39069","Berryhillock","Moray"
"39070","Berry Hill","Staffordshire"
"39071","Berry Hill","Gloucestershire"
"39072","Berry Hill","Pembrokeshire/Sir Benfro"
"39073","Berry Hill","Gloucestershire"
"39074","Berry Head","Devon"
"39075","Berrygate Hill","North Yorkshire"
"39076","Berryfield","Wiltshire"
"39077","Berry Down Cross","Devon"
"39078","Berry Cross","Devon"
"39079","Berry Brow","West Yorkshire"
"39080","Berry","Swansea"
"39081","Berrow Green","Worcestershire"
"39082","Berrow","Somerset"
"39083","Berrow","Somerset"
"39084","Berriowbridge","Cornwall"
"39085","Berrington Green","Herefordshire"
"39086","Berrington","Shropshire"
"39087","Berrington","Northumberland"
"39088","Berrington","Shropshire"
"39089","Berriew","Powys/Powys"
"39090","Berriedale Water","Highland"
"39091","Berrier","Cumbria"
"39092","Berriedale","Highland"
"39093","Berrick Salome","Oxfordshire"
"39094","Bernisdale","Highland"
"39095","Berners Roding","Essex"
"39096","Berner's Hill","East Sussex"
"39097","Berner's Cross","Devon"
"39098","Berneray","Western Isles"
"39099","Bernera Island","Argyll and Bute"
"39100","Bermuda","Warwickshire"
"39101","Bernards Heath","Hertfordshire"
"39102","Bermondsey","London"
"39103","Berkswell","West Midlands"
"39104","Berkley Marsh","Somerset"
"39105","Berkley Down","Somerset"
"39106","Berkley","Somerset"
"39107","Berkhamsted","Hertfordshire"
"39108","Berkeley Road","Gloucestershire"
"39109","Berkeley Pill","Gloucestershire"
"39110","Berkeley Heath","Gloucestershire"
"39111","Berkeley","Gloucestershire"
"39112","Berinsfield","Oxfordshire"
"39113","Berhill","Somerset"
"39114","Berghers Hill","Buckinghamshire"
"39115","Bergh Apton","Norfolk"
"39116","Bere Regis","Dorset"
"39117","Berepper","Cornwall"
"39118","Bere Ferrers","Devon"
"39119","Berefold","Aberdeenshire"
"39120","Berechurch","Essex"
"39121","Bere Alston","Devon"
"39122","Berden","Essex"
"39123","Beoraidbeg","Highland"
"39124","Bepton","West Sussex"
"39125","Beoley","Worcestershire"
"39126","Beoch Lane","Ayrshire"
"39127","Beoch Burn","Dumfries and Galloway"
"39128","Beobridge","Shropshire"
"39129","Ben Wyvis","Highland"
"39130","Benwick","Cambridgeshire"
"39131","Benville","Dorset"
"39132","Benwell","Tyne and Wear"
"39133","Benvie","Perth and Kinross"
"39134","Bentworth","Hampshire"
"39135","Bentwichen","Devon"
"39136","Bents","West Lothian"
"39137","Bents Head","West Yorkshire"
"39138","Bentpath","Dumfries and Galloway"
"39139","Benton Green","West Midlands"
"39140","Benton","Devon"
"39141","Bentley Rise","South Yorkshire"
"39142","Bentley Heath","Hertfordshire"
"39143","Bentley Heath","West Midlands"
"39144","Bentley Common","Warwickshire"
"39145","Bentley","South Yorkshire"
"39146","Bentley","Warwickshire"
"39147","Bentley","Essex"
"39148","Bentley","North Yorkshire"
"39149","Bentley","Staffordshire"
"39150","Bentley","Hampshire"
"39151","Bentlawnt","Shropshire"
"39152","Bentlass","Pembrokeshire/Sir Benfro"
"39153","Bentilee","Staffordshire"
"39154","Benthoul","Aberdeenshire"
"39155","Bentham","Gloucestershire"
"39156","Benthall","Shropshire"
"39157","Bentgate","Lancashire"
"39158","Bent Gate","Lancashire"
"39159","Bentfield Green","Essex"
"39160","Bentfield Bury","Essex"
"39161","Benter","Somerset"
"39162","Benston","Shetland Isles"
"39163","Benson","Oxfordshire"
"39164","Benslie","Ayrshire"
"39165","Bensham","Durham"
"39166","Benniworth","Lincolnshire"
"39167","Benover","Kent"
"39168","Ben Rhydding","West Yorkshire"
"39169","Ben Nevis","Highland"
"39170","Bennetts End","Hertfordshire"
"39171","Bennett End","Buckinghamshire"
"39172","Bennetland","North Yorkshire"
"39173","Bennecarrigan","Ayrshire"
"39174","Bennan Head","Ayrshire"
"39175","Bennane Head","Ayrshire"
"39176","Bennah","Devon"
"39177","Bennacott","Cornwall"
"39178","Bennachie","Aberdeenshire"
"39179","Benmore","Argyll and Bute"
"39180","Ben More","Argyll and Bute"
"39181","Ben Mor Caigach","Highland"
"39182","Benllech","Anglesey/Sir Fon"
"39183","Benlister Water","Ayrshire"
"39184","Benlister Burn","Ayrshire"
"39185","Benington Sea End","Lincolnshire"
"39186","Benington","Hertfordshire"
"39187","Benington","Lincolnshire"
"39188","Beningbrough","North Yorkshire"
"39189","Benholm","Aberdeenshire"
"39190","Benhilton","London"
"39191","Benhall Street","Suffolk"
"39192","Benhall Green","Suffolk"
"39193","Benhall","Gloucestershire"
"39194","Bengrove","Gloucestershire"
"39195","Ben Glas Burn","Stirling"
"39196","Bengeworth","Worcestershire"
"39197","Bengeo","Hertfordshire"
"39198","Bengate","Norfolk"
"39199","Bengal","Pembrokeshire/Sir Benfro"
"39200","Benfieldside","Durham"
"39201","Benenden","Kent"
"39202","Bendish","Hertfordshire"
"39203","Benderloch","Argyll and Bute"
"39204","Bencombe","Gloucestershire"
"39205","Benchill","Manchester"
"39206","Benbecula","Western Isles"
"39207","Ben Avon","Moray"
"39208","Benacre","Suffolk"
"39209","Bempton","North Yorkshire"
"39210","Bemerton Heath","Wiltshire"
"39211","Bemersyde","Scottish Borders"
"39212","Bemerton","Wiltshire"
"39213","Bembridge","Isle of Wight"
"39214","Belvoir","Leicestershire"
"39215","Belvedere","West Lothian"
"39216","Belvedere","London"
"39217","Beltring","Kent"
"39218","Belton-in-Rutland","Rutland"
"39219","Belton","Norfolk"
"39220","Belton","Leicestershire"
"39221","Belton","Lincolnshire"
"39222","Beltoft","Lincolnshire"
"39223","Beltingham","Northumberland"
"39224","Beltinge","Kent"
"39225","Belthorn","Lancashire"
"39226","Belstone Corner","Devon"
"39227","Belstone","Devon"
"39228","Belston","Ayrshire"
"39229","Belstead","Suffolk"
"39230","Belsize","Hertfordshire"
"39231","Belsford","Devon"
"39232","Belsay","Northumberland"
"39233","Belph","Derbyshire"
"39234","Belper","Derbyshire"
"39235","Belper Lane End","Derbyshire"
"39236","Belowda","Cornwall"
"39237","Belnie","Lincolnshire"
"39238","Belnahua","Argyll and Bute"
"39239","Belnacraig","Aberdeenshire"
"39240","Belmont","Ayrshire"
"39241","Belmont","Durham"
"39242","Belmont","Lancashire"
"39243","Belmont","London"
"39244","Belmont","Shetland Isles"
"39245","Belmont","London"
"39246","Belmont","Oxfordshire"
"39247","Belmont","East Sussex"
"39248","Belmesthorpe","Rutland"
"39249","Bellyeoman","Fife"
"39250","Belluton","Somerset"
"39251","Bells Yew Green","East Sussex"
"39252","Bellsquarry","West Lothian"
"39253","Bellspool","Scottish Borders"
"39254","Bellside","Lanarkshire"
"39255","Bellsmyre","Dunbartonshire"
"39256","Bellshill","Lanarkshire"
"39257","Bell's Corner","Suffolk"
"39258","Bell's Close","Durham"
"39259","Bellsbank","Ayrshire"
"39260","Bell o' th' Hill","Cheshire"
"39261","Bellochantuy","Argyll and Bute"
"39262","Bellmount","Norfolk"
"39263","Bellingham","London"
"39264","Bellingham","Northumberland"
"39265","Bellingdon","Buckinghamshire"
"39266","Bell Hill","Hampshire"
"39267","Bell Heath","Worcestershire"
"39268","Bell Green","London"
"39269","Bell Green","West Midlands"
"39270","Bellfields","Surrey"
"39271","Bellfield","Ayrshire"
"39272","Belle Vue","Shropshire"
"39273","Belle Vue","South Yorkshire"
"39274","Belle Vue","Manchester"
"39275","Belle Vue","West Yorkshire"
"39276","Belle Vue","Cumbria"
"39277","Bellevue","Worcestershire"
"39278","Bellever","Devon"
"39279","Belle Vale","Lancashire"
"39280","Belle Vale","West Midlands"
"39281","Bellerby","North Yorkshire"
"39282","Belle Green","South Yorkshire"
"39283","Belle Isle","Cumbria"
"39284","Belle Isle","West Yorkshire"
"39285","Bell End","Worcestershire"
"39286","West Bennan","Ayrshire"
"39287","West Benhar","Lanarkshire"
"39288","Belleau","Lincolnshire"
"39289","Belle Eau Park","Nottinghamshire"
"39290","Bell Common","Essex"
"39291","Bell Busk","North Yorkshire"
"39292","Bellbrae","Fife"
"39293","Bell Bar","Hertfordshire"
"39294","Bellasize","North Yorkshire"
"39295","Bellart","Argyll and Bute"
"39296","Bellanoch","Argyll and Bute"
"39297","Bellanrigg","Scottish Borders"
"39298","Bellahouston","Glasgow"
"39299","Bellabeg","Aberdeenshire"
"39300","Belladrum Burn","Highland"
"39301","Belhelvie","Aberdeenshire"
"39302","Belhaven","East Lothian"
"39303","Belgravia","London"
"39304","Belgrave","Staffordshire"
"39305","Belgrave","Leicestershire"
"39306","Belgrave","Cheshire"
"39307","Belgrave","Lancashire"
"39308","Belgrano","Conwy/Conwy"
"39309","Belford","Northumberland"
"39310","Belfield","Lancashire"
"39311","Belfatton","Aberdeenshire"
"39312","Belcher's Bar","Leicestershire"
"39313","Belchford","Lincolnshire"
"39314","Beldon Burn","Northumberland"
"39315","Belchamp Walter","Essex"
"39316","Belchamp St Paul","Essex"
"39317","Belchamp Otten","Essex"
"39318","Belchalwell Street","Dorset"
"39319","Belchalwell","Dorset"
"39320","Belbroughton","Worcestershire"
"39321","Belaugh","Norfolk"
"39322","Belan","Powys/Powys"
"39323","Belah","Cumbria"
"39324","Bekesbourne Hill","Kent"
"39325","Bekesbourne","Kent"
"39326","Beith","Ayrshire"
"39327","Beinn Sgritheall","Highland"
"39328","Beinn Resipol","Highland"
"39329","Beinn na Caillich","Highland"
"39330","Beinn Fhada","Highland"
"39331","Beinn Eighe","Highland"
"39332","Beinn Edra","Highland"
"39333","Beinn Dearg","Highland"
"39334","Beinn Casgro","Western Isles"
"39335","Beinn a Chapuill","Highland"
"39336","Beighton Hill","Derbyshire"
"39337","Beili-glas","Monmouthshire/Sir Fynwy"
"39338","Beighton","Norfolk"
"39339","Beighton","South Yorkshire"
"39340","Beguildy","Powys/Powys"
"39341","Beggearn Huish","Somerset"
"39342","Beggars Pound","Glamorgan/Morgannwg"
"39343","Beggars Bush","West Sussex"
"39344","Beggars Ash","Herefordshire"
"39345","Beggarington Hill","West Yorkshire"
"39346","Beggar Hill","Essex"
"39347","Begelly","Pembrokeshire/Sir Benfro"
"39348","Begdale","Cambridgeshire"
"39349","Begbroke","Oxfordshire"
"39350","Began","Cardiff/Caerdydd"
"39351","Beffcote","Staffordshire"
"39352","Beetley","Norfolk"
"39353","Beetham","Cumbria"
"39354","Beetham","Somerset"
"39355","Beeswing","Dumfries and Galloway"
"39356","Beeston St Lawrence","Norfolk"
"39357","Beeston Regis","Norfolk"
"39358","Beeston Royds","West Yorkshire"
"39359","Beeston Park Side","West Yorkshire"
"39360","Beeston Canal","Nottinghamshire"
"39361","Beeston Hill","West Yorkshire"
"39362","Beeston","Nottinghamshire"
"39363","Beeston","Norfolk"
"39364","Beeston","Cheshire"
"39365","Beeston","Bedfordshire"
"39366","Beeston","West Yorkshire"
"39367","Beeson","Devon"
"39368","Beeslack","Midlothian"
"39369","Beesby","Lincolnshire"
"39370","Beesands","Devon"
"39371","Beer Head","Devon"
"39372","Beer Hackett","Dorset"
"39373","Beer","Devon"
"39374","Beer Crocombe","Somerset"
"39375","Beer","Somerset"
"39376","Beeny","Cornwall"
"39377","Beenham's Heath","Berkshire"
"39378","Beenham Stocks","Berkshire"
"39379","West Bedfont","Surrey"
"39380","West Beckham","Norfolk"
"39381","West Bay","Dorset"
"39382","West Barsham","Norfolk"
"39383","Beenham","Berkshire"
"39384","Beelsby","Lincolnshire"
"39385","Beeley","Derbyshire"
"39386","Beeford","North Yorkshire"
"39387","Beedon Hill","Berkshire"
"39388","Beedon","Berkshire"
"39389","Beecroft","Bedfordshire"
"39390","Beechwood","Cheshire"
"39391","Beechwood","West Yorkshire"
"39392","Beechwood","Highland"
"39393","Beechwood","Newport"
"39394","Beechwood","West Midlands"
"39395","Beech Lanes","West Midlands"
"39396","Beechingstoke","Wiltshire"
"39397","Beech Hill","Lancashire"
"39398","Beech Hill","Berkshire"
"39399","Beechen Cliff","Somerset"
"39400","Beechcliffe","West Yorkshire"
"39401","Beechcliff","Staffordshire"
"39402","Beech","Staffordshire"
"39403","Beech","Hampshire"
"39404","Beeby","Leicestershire"
"39405","Bedworth Woodlands","Warwickshire"
"39406","Bedworth Heath","Warwickshire"
"39407","Bedwlwyn","Wrexham"
"39408","Bedworth","Warwickshire"
"39409","West Barns","East Lothian"
"39410","West Barnes","London"
"39411","Bedwellty Pits","Blaenau Gwent/Blaenau Gwent"
"39412","Bedwellty","Caerphilly/Caerffili"
"39413","Bedwell","Wrexham"
"39414","Bedwell","Hertfordshire"
"39415","Bedwas","Caerphilly/Caerffili"
"39416","Bedstone","Shropshire"
"39417","Bedrule","Scottish Borders"
"39418","Bednall Head","Staffordshire"
"39419","Bednall","Staffordshire"
"39420","Bedmond","Hertfordshire"
"39421","Bedminster Down","Bristol"
"39422","Bedminster","Bristol"
"39423","Bedlinog","Merthyr Tydfil/Merthyr Tydfil"
"39424","Bedlington Station","Northumberland"
"39425","Bedlington","Northumberland"
"39426","Bedlar's Green","Essex"
"39427","Bedlam","North Yorkshire"
"39428","Bedlam Street","West Sussex"
"39429","Bedlam","Somerset"
"39430","Bedingham Green","Norfolk"
"39431","Bedingfield","Suffolk"
"39432","Bedhampton","Hampshire"
"39433","Bedham","West Sussex"
"39434","Bedford Park","London"
"39435","Bedgebury Cross","Kent"
"39436","Bedgrove","Buckinghamshire"
"39437","Bedford","Bedfordshire"
"39438","Bedford","Lancashire"
"39439","Bedfield","Suffolk"
"39440","Bedersaig","Western Isles"
"39441","Beddington Corner","London"
"39442","Beddington","London"
"39443","Beddingham","East Sussex"
"39444","Beddgelert","Gwynedd/Gwynedd"
"39445","Beddau","Rhondda"
"39446","Bedchester","Dorset"
"39447","Bedburn","Durham"
"39448","Bedale Beck","North Yorkshire"
"39449","Bedale","North Yorkshire"
"39450","Becontree","London"
"39451","Beckwithshaw","North Yorkshire"
"39452","Beckwith","North Yorkshire"
"39453","Beckton","Northumberland"
"39454","Beck Side","Cumbria"
"39455","Beckside","Cumbria"
"39456","Beck Row","Suffolk"
"39457","Beckley Furnace","East Sussex"
"39458","Beckley","Oxfordshire"
"39459","Beckington","Somerset"
"39460","Beckjay","Shropshire"
"39461","Beckley","East Sussex"
"39462","Beckley","Hampshire"
"39463","Beckingham","Nottinghamshire"
"39464","Beck Houses","Cumbria"
"39465","Beck Head","Cumbria"
"39466","Beckhampton","Wiltshire"
"39467","Beck Foot","West Yorkshire"
"39468","Beckford","Worcestershire"
"39469","Beck Foot","Cumbria"
"39470","Beckfoot","Cumbria"
"39471","Beckett End","Norfolk"
"39472","Beckery","Somerset"
"39473","Beckermonds","North Yorkshire"
"39474","Beckenham","London"
"39475","Beckermet","Cumbria"
"39476","Beckces","Cumbria"
"39477","Beckbury","Shropshire"
"39478","Beck Bottom","West Yorkshire"
"39479","Beck Bottom","Cumbria"
"39480","Becconsall","Lancashire"
"39481","Beccles","Suffolk"
"39482","Bebside","Northumberland"
"39483","Beaworthy","Devon"
"39484","Beazley End","Essex"
"39485","Bebington","Merseyside"
"39486","Beavan's Hill","Herefordshire"
"39487","Beauworth","Hampshire"
"39488","Beauvale","Nottinghamshire"
"39489","Beausale","Warwickshire"
"39490","Beaumont Leys","Leicestershire"
"39491","Beaumont Hill","Durham"
"39492","Beaumont","Cumbria"
"39493","Beaumont","Berkshire"
"39494","Beaumont","Essex"
"39495","Beaumaris","Anglesey/Sir Fon"
"39496","Beauly","Highland"
"39497","Beaulieu Wood","Dorset"
"39498","Beaulieu","Hampshire"
"39499","Beauclerc","Northumberland"
"39500","Beaudesert","Warwickshire"
"39501","Beaufort","Blaenau Gwent/Blaenau Gwent"
"39502","Beauchief","South Yorkshire"
"39503","Beauchamp Roding","Essex"
"39504","Beattock","Dumfries and Galloway"
"39505","Beasley","Staffordshire"
"39506","Bearwood","Herefordshire"
"39507","Bearwood","West Midlands"
"39508","Bearwood","Dorset"
"39509","Bearstone","Staffordshire"
"39510","Bearsted","Kent"
"39511","Bearsbridge","Northumberland"
"39512","Bearpark","Durham"
"39513","Bearley Cross","Warwickshire"
"39514","Bearley","Warwickshire"
"39515","Beare Green","Surrey"
"39516","Beare","Devon"
"39517","Beardwood","Lancashire"
"39518","Beardly Batch","Somerset"
"39519","Beard Hill","Somerset"
"39520","Beaquoy","Orkney"
"39521","Bear Cross","Dorset"
"39522","Beanthwaite","Cumbria"
"39523","Beansburn","Ayrshire"
"39524","Beanley","Northumberland"
"39525","Beanhill","Buckinghamshire"
"39526","Beane","Hertfordshire"
"39527","Beancross","Stirling"
"39528","Beanacre","Wiltshire"
"39529","Bean","Kent"
"39530","Beamsley","North Yorkshire"
"39531","Beamond End","Buckinghamshire"
"39532","Beamish","Durham"
"39533","Beaminster","Dorset"
"39534","Beamhurst","Staffordshire"
"39535","Beamhurst Lane","Staffordshire"
"39536","Beam Hill","Staffordshire"
"39537","Beambridge","Shropshire"
"39538","Beam Bridge","Somerset"
"39539","Beam","London"
"39540","Bealsmill","Cornwall"
"39541","Beal","North Yorkshire"
"39542","Bealachandrain","Argyll and Bute"
"39543","Bealbury","Cornwall"
"39544","Beal's Green","Kent"
"39545","Beal","Northumberland"
"39546","Beaford","Devon"
"39547","Beadnell","Northumberland"
"39548","Beadlam","North Yorkshire"
"39549","Beadlow","Bedfordshire"
"39550","Beaconside","Staffordshire"
"39551","Beaconsfield","Buckinghamshire"
"39552","Beacon's Bottom","Buckinghamshire"
"39553","Beacon Hill","Nottinghamshire"
"39554","Beacon Lough","Durham"
"39555","Beacon Hill","Cumbria"
"39556","Beaconhill","Northumberland"
"39557","Beacon Hill","Buckinghamshire"
"39558","Beacon Hill","Somerset"
"39559","West Barnby","North Yorkshire"
"39560","Beacon Hill","Essex"
"39561","Beacon Hill","Suffolk"
"39562","Beacon Hill","Surrey"
"39563","Beacon Hill","Dorset"
"39564","Beacon End","Essex"
"39565","Beacon Hill","Kent"
"39566","Beacon","Cornwall"
"39567","Beacon Down","East Sussex"
"39568","Beacon","Devon"
"39569","Beachy Head","East Sussex"
